id,url_id,user,text,created,updated,references,in_class
DE-kbNzWEei_TeMp2vzARA,20,michelle_la,You're welcome!,2018-10-31,2018-10-31,"['3g73BNvxEeiyVCP-60EBBg', 'FvWR2tyOEeiln4OUd7GYIg', '64noCtzGEeix2APeOpM35g', 'ydxI8tzKEeimEa8lUQL1Fw']",True
lBeXItzOEeiCG6_i4POnMg,20,carina.albrecht,"""In scholarly and scientific publishing, altmetrics are non-traditional bibliometrics proposed as an alternative or complement to more traditional citation impact metrics, such as impact factor and h-index. The term altmetrics was proposed in 2010, as a generalization of article level metrics, and has its roots in the #altmetrics hashtag. Although altmetrics are often thought of as metrics about articles, they can be applied to people, journals, books, data sets, presentations, videos, source code repositories, web pages, etc. Altmetrics use public APIs across platforms to gather data with open scripts and algorithms. Altmetrics did not originally cover citation counts, but calculate scholar impact based on diverse online research output, such as social media, online news media, online reference managers and so on. It demonstrates both the impact and the detailed composition of the impact. Altmetrics could be applied to research filter, promotion and tenure dossiers, grant applications and for ranking newly-published articles in academic search engines.""

https://en.wikipedia.org/wiki/Altmetrics",2018-10-31,2018-10-31,,True
RPtZeNzMEeiDzNu_CrtFBw,20,carina.albrecht,"There is also a possibility that those who speak Portuguese but not Spanish would access the content in English and vice-versa, because they are more comfortable with English. As a native Portuguese speaker with English as second language (which is probably the case for most Brazilians because English is taught at regular schools, but not Spanish),  I would rather read an article in English than Spanish. Still Latin Americans, but accessing the content in English.",2018-10-31,2018-10-31,,True
GsJY2NzLEeiuP_tIGVaiqQ,20,carina.albrecht,"""occurring or discovered by chance in a happy or beneficial way.""",2018-10-31,2018-10-31,,True
ydxI8tzKEeimEa8lUQL1Fw,20,carina.albrecht,Thanks for these tips Michelle! ,2018-10-31,2018-10-31,"['3g73BNvxEeiyVCP-60EBBg', 'FvWR2tyOEeiln4OUd7GYIg', '64noCtzGEeix2APeOpM35g']",True
2VqDxtzJEeimENdLy4CLvQ,20,carina.albrecht,This is a very good point. ,2018-10-31,2018-10-31,['4ti3INyMEeiwt0etz7RfSw'],True
khF_GtzJEei-BZ8vdQwgUg,20,carina.albrecht,"The fact that hospitals and clinics can benefit from these articles is a very important finding and immense contribution to the community. This is a sector of society that , for some reason, I did not think of when we talked about ""public"".",2018-10-31,2018-10-31,,True
64noCtzGEeix2APeOpM35g,20,michelle_la,"Hi Linn, I would be happy to show you in class on Thursday. Google Scholar has been a life changing research tool for me, especially when I want to do research on a topic more generally. I don't have any documents because I visually/verbally explain to my students.

Bookmark this link, it is how you will get access to the articles found on Google Scholar from the academic publishers that SFU pays a subscription to https://login.proxy.lib.sfu.ca/login?qurl=https://scholar.google.ca%2f

I suggest that you type in some keywords of your research interests to do some exploring. Here are some resources I found:

* [5 smart ways students can use Google Scholar
](https://mashable.com/2014/12/03/google-scholar-guide/#ckOoWecmNiqI)
* [Google Scholar search tips](https://scholar.google.ca/intl/en/scholar/help.html)

If anyone else in the class would like me to do a tutorial this Thursday, I would be happy to do one.",2018-10-31,2018-10-31,"['3g73BNvxEeiyVCP-60EBBg', 'FvWR2tyOEeiln4OUd7GYIg']",True
FlFYMtzEEeib7rdTIMEZRQ,20,michelle_la,"Within the post-secondary eduction system, I would say taking research design and methods courses can be tremendously helpful for increasing one's data literacy capacity. By teaching students good research design principles and methods, it will be easier for them to deconstruct and be critical of the data that is presented to them. In my introduction to research design tutorials, I got students to ""lie"" using statistics by creating a grandiose narrative about what their data means after they did some frequency analyses. By actively conducting their own research, through hands on experience students can see how easily data can be manipulated.",2018-10-31,2018-10-31,"['Vo_D6Nv3EeiwLeMuz12BIA', '13KyfNySEeiy9D_W87Kfhg']",True
Eeo9ANyHEeiminfFoTQH9A,20,anastasiak,"Yes. I feel that social media isn't the traditional mode for academics to distribute research, so the people that are using it likely belong to the larger, public world. ",2018-10-30,2018-10-30,,True
3q1s8tydEeiBoD9NCpSCXw,20,anastasiak,Very good question! And raises a whole other question about how do we ensure data is presented in an understandable way? ,2018-10-30,2018-10-30,['Vo_D6Nv3EeiwLeMuz12BIA'],True
NA7uJNydEeiuEfNUOHRfDw,20,anastasiak,Definite strength. ,2018-10-30,2018-10-30,,True
82w5DtybEeia4s92BgiIwA,20,anastasiak,"Yes, and what their motivations are. ",2018-10-30,2018-10-30,,True
13KyfNySEeiy9D_W87Kfhg,20,linnteetzel,Good question.  What are the best ways for people to develop data literacy skills?  Where are they taught?,2018-10-30,2018-10-30,['Vo_D6Nv3EeiwLeMuz12BIA'],True
ehATQNySEeiI9Zv3FWpg9A,20,linnteetzel,It would be interesting to see if this is similar in other countries and regions.  ,2018-10-30,2018-10-30,,True
yUv7btyREeiB4KNiLijVbw,20,linnteetzel,"I wonder how much of this focus has been lost with the current administration.  After our session with Shannon Dosemagen, Director, PublicLab, I asked her if the Trump administration had made a difference to them.

She told me that they were having difficulties working with Federal Agencies, and were focusing their work in local communities.  She also mentioned that the work with local communities was more important than ever.  ",2018-10-30,2018-10-30,,True
_F_VLNyPEeiSYxs1TWsUuw,20,linnteetzel,"As Juan mentioned to us in class, this is a very new field of study,",2018-10-30,2018-10-30,,True
nsGqpNyOEeihdjtUM_d1aA,20,linnteetzel,"I agree.  Having access to different disciplines is invaluable for students and scholars, and if this ""reach"" is assisting students to explore other areas, it is truly a powerful tool.",2018-10-30,2018-10-30,['fVkN3NyHEeivcEPaCiq41g'],True
FvWR2tyOEeiln4OUd7GYIg,20,linnteetzel,"Hi Michelle,
This sounds really interesting.  Do you have any documents/information showing how to do this?  I would be really interested, as I have never used it!",2018-10-30,2018-10-30,['3g73BNvxEeiyVCP-60EBBg'],True
np02SNyNEeihxTem6S0ASA,20,linnteetzel,"SciELO is a bibliographic database, digital library, and cooperative electronic publishing model of open access journals. Wikipedia
Date launched: 1997
Format coverage: Academic journal articles
No. of records: 573,525",2018-10-30,2018-10-30,,True
4ti3INyMEeiwt0etz7RfSw,20,linnteetzel,It would be interesting to know the demographic of those accessing the health information.  Many people of my generation (older boomers) would not know how to access these studies without assistance.,2018-10-30,2018-10-30,,True
IKdPgtyLEeib_5ueeV9Srg,20,linnteetzel,"This is a significant conclusion.  As Juan mentions, it would be interesting to compare these findings with other regions.  My experience as a Ph.D. student in the 1990s led me to believe that journal articles were written primarily for other academics, It is interesting to know that the articles have a wider reach in Latin America, and possibly other areas.",2018-10-30,2018-10-30,,True
CB6NVtyJEeiEF3_A4b_Fgw,20,anastasiak,"Like Michelle mentioned in an earlier comment, there needs to be a bigger 'return on the investment.'",2018-10-30,2018-10-30,,True
obkO9tyIEeiuezcoyPR-Sg,20,anastasiak,The significance of this study.,2018-10-30,2018-10-30,,True
jXLdWtyIEeiHosurIktMdw,20,anastasiak,The underlying 'right to knowledge' - a motivation to focusing on this impact/reach. ,2018-10-30,2018-10-30,,True
VTQ7CtyIEei9Wm9LJG7vCQ,20,anastasiak,"scarcity, deficit.",2018-10-30,2018-10-30,,True
1bQVRNyHEei_3Oeh8Pg4jA,20,anastasiak,So true! I am also curious! ,2018-10-30,2018-10-30,['TmKfvtvzEeipH1PPUPl3_w'],True
fVkN3NyHEeivcEPaCiq41g,20,anastasiak,I find that this one of the biggest barriers to access! It can be so difficult to understand the conventions and jargon of another discipline! Pretty amazing that students are able to overcome this. ,2018-10-30,2018-10-30,,True
cF2m_NyGEeidueclWIPL1g,20,anastasiak,"Public interest, and potential public value! I wonder how they are using this information.",2018-10-30,2018-10-30,,True
EULq7NyGEeixobcKVagB_w,20,anastasiak,So this means that lots of people can be reading an article but it might not be cited in the traditional academic ways and so its hard to measure its impact. ,2018-10-30,2018-10-30,,True
dhsiHtyFEeiDj2drtRcPew,20,anastasiak,This is significant! Probably I should read the whole dissertation... but I'm interested in who they benefit! The community? The individual looking for knowledge? The layperson? ,2018-10-30,2018-10-30,,True
Vo_D6Nv3EeiwLeMuz12BIA,20,michelle_la,I have so many questions to ask! E.g. Do the non-university users have confidence in their data literacy abilities?,2018-10-30,2018-10-30,,True
zOO4etv2EeiE1zMBCWhzTQ,20,michelle_la,"Yes, in business terms the ROI, the Return on Investment.",2018-10-30,2018-10-30,,True
TmKfvtvzEeipH1PPUPl3_w,20,michelle_la,"It would be interesting to look at the demographics or motivations of these individuals for sharing this research. Is it a way for them to show to their peers how informed they are? Is it for advocacy or activist reasons? Personal reasons such, experiencing an illness? ",2018-10-30,2018-10-30,,True
_hDs0tvyEeiQcAdhEPtS7w,20,michelle_la,"Perhaps they are also accessing these articles for teaching purposes, such as showing the way a topic can be researched, different writing genres, and etc. ",2018-10-30,2018-10-30,,True
3g73BNvxEeiyVCP-60EBBg,20,michelle_la,"This semester I taught my Introduction to Research Design students how to use Google Scholar as a tool for their assignments. They were quite amazed, especially by the reference generator and being able to search within the ""cited by"" section. I was quite impressed at the peer-reviewed work they were able to find that pertained to their topic -- a Vancouver neighbourhood of their choosing.",2018-10-30,2018-10-30,,True
wopdHt4jEei1UF8hgTvYWQ,21,CSG,Approximately 90% of papers I accessed this year are behind a paywall. Most notably Science Direct. I don't know how I would find my information if my institution cancelled its subscription--probably Sci-Hub at that point.,2018-11-01,2018-11-01,,True
vFw8Rt4jEeiIqyuMjn0e9g,21,CSG,Approximately 90% of papers I accessed this year are behind a paywall. Most notably Science Direct. I don't know how I would find my information if my institution cancelled its subscription--probably Sci-Hub at that point.,2018-11-01,2018-11-01,,True
PaYuyt4jEeiPVn-uoziL_g,21,CSG,What's the controversy?,2018-11-01,2018-11-01,,True
GOJFkt4jEeiSpxewCDHAjA,21,camilleweinsheimer,I recently heard about a well-cited single author name from the 70s that is actually a name created by a handful of researchers who all contributed equally to authorship and so did not want to assign authorship order. There are a few studies written by the group in which they use that single alias,2018-11-01,2018-11-01,['k-FoONvsEeir1EPfmPhhVw'],True
b6qnNt4hEeijnGN-Ecemjg,21,mawaters,I wished they defined this a little more clearly.,2018-11-01,2018-11-01,,True
jyWbZt4cEei2k_sexb8jdw,21,mawaters,Higher than I originally thought,2018-11-01,2018-11-01,,True
CyuhEN4TEeiBzJvkJKIb6Q,21,cypriine,Annotating this just to have a consistent(ish) definition for the rest of my read.,2018-11-01,2018-11-01,,True
3brWtt4REeiPVrOsZe3b_Q,21,cypriine,"(https://www.insidehighered.com/news/2018/05/08/more-institutions-consider-ending-their-big-deals-publishers) Indeed, it does seem that universities are looking for a more budget-friendly option here, to overly generalize it. I",2018-11-01,2018-11-01,,True
Y7kKFN4QEeie5Msu-Tb20g,21,cypriine,"I think this may be because of the debate on paywall publishing, but I do find that curious as well!",2018-11-01,2018-11-01,['UveXeN4FEeibKWOu5yPt-A'],True
UveXeN4FEeibKWOu5yPt-A,21,mawaters,"I find it interesting that these are so well known and actively used, yet nobody shuts them down despite them pirating their material. ",2018-11-01,2018-11-01,,True
HJEIBN4FEei8GO9tXX_I7A,21,mawaters,"""a profound or notable transformation.""

Excellent!",2018-11-01,2018-11-01,,True
-bWuwN4EEeigvzuEYiBfbw,21,mawaters,And it's still appears to be more private then public.,2018-11-01,2018-11-01,,True
nBdB1N4EEeipWCvJVXr5DA,21,mawaters,"This raises two questions for me:

1. Are authors taking it upon themselves to allow people to access their work openly? 

2. What is an ""explicit Open licence,"" and is it difficult to acquire? If it's literally a license that allows them to share their work I have many reservations. It should be ultimately up to the author in my opinion. ",2018-11-01,2018-11-01,,True
mf2BMN39EeioXTvnVkF_Vg,21,linnteetzel,"Hi Alice,
I should have included the website reference for this:https://peerj.com/articles/4375/#annotations:5bmRTNydEeimBOeAHerIDA

I don't know SFU's policy.  It's a good question for Juan tonight.",2018-11-01,2018-11-01,"['5bmRTNydEeimBOeAHerIDA', '9UOWXt3mEeixndsszrcFdg']",True
b8QT3N3rEeikSYsH_kWrKA,21,aliceLF,"Thanks! I kind of want to see some examples. How big is that cost adjustment, usually? And how likely are journal publishers to take this metric seriously? ",2018-11-01,2018-11-01,['UnayLNvsEeihJ_sblw8uaA'],True
pTWynN3qEeiIs89JzKWIiw,21,aliceLF,"Interesting, given that ""The only form of open for which mean impact has decreased steadily over time is Gold.""",2018-11-01,2018-11-01,,True
YSNZkt3qEeiehN-HtAxOWw,21,aliceLF,Why?,2018-11-01,2018-11-01,,True
_Ez1jN3pEeiDaH9Lq7tIdQ,21,aliceLF,I don't really know if I fully understand what Bronze is. Anyone have any examples? ,2018-11-01,2018-11-01,,True
KmAkZN3oEeivSP_yfrgu3Q,21,aliceLF,So these (already pretty encouraging) results actually underestimate the amount of scholarly work that is available for free online. ,2018-11-01,2018-11-01,,True
2h0j0N3nEeiPvcMO8ibtAA,21,aliceLF,"I'm feeling conflicted about APCs. On the one hand, it's pretty great that they make it possible to offer open access for all articles in the journal, removing barriers to *reading* the work. But on the other hand, they kind of add a barrier to getting published (which, from my understanding, is already hard enough as is...)",2018-11-01,2018-11-01,['OqK29NvoEei8xoek8-_Rcw'],True
9UOWXt3mEeixndsszrcFdg,21,aliceLF,"Awesome, thanks. SFU's OA policy opts for the ""Green"" approach, right? ",2018-11-01,2018-11-01,['5bmRTNydEeimBOeAHerIDA'],True
vG8fqNzCEeip-KuDpG2hDg,21,michelle_la,"You know... that makes me think what if journals took the type of monetization approach of YouTube and online games? ""Watch this 1 minute ad to get free access to this journal""",2018-10-31,2018-10-31,"['qgE_gNvnEeiqw_NHiWB_6Q', 'Jim5pNyfEeiuF3dytCOpXQ']",True
WvOyCtymEeihkDO4LJmCVA,21,anastasiak,"Yes, and it has important implications beyond just the research community. Do we have a right to knowledge? Shouldn't publicly funded research be public? This article talks about citation use, but what about others who are accessing the material but not for research?",2018-10-31,2018-10-31,,True
_3vi1NyhEeiUNxttFgG8iw,21,anastasiak,"I'm unclear about how they're defining the prevalence and characteristics. Reading through the article, it would have been helpful for them to explain this early - I'm never totally clear on it. ",2018-10-31,2018-10-31,,True
fSRLnNylEeiB-LeMvvPrEg,21,anastasiak,Preach.,2018-10-31,2018-10-31,['w0qv8NvqEeiBbE9NBPm5-Q'],True
YiiLstyiEeigX09w3dNvZA,21,anastasiak,"OA articles are more easily accessed, therefore they're read more and cited more often. ",2018-10-31,2018-10-31,,True
Dol3FNyiEeilwhvXHbiDHQ,21,anastasiak,Importance of this topic.,2018-10-31,2018-10-31,,True
ccCVhtyfEei64A8OodBJFg,21,anastasiak,Incentive for researchers to make their research public. ,2018-10-30,2018-10-30,,True
Jim5pNyfEeiuF3dytCOpXQ,21,anastasiak,Like when an app is free by you have to make in-app purchases? ,2018-10-30,2018-10-30,['qgE_gNvnEeiqw_NHiWB_6Q'],True
5bmRTNydEeimBOeAHerIDA,21,linnteetzel,"
Green, hybrid or gold Open Access
Open Access is a form of scientific publishing in which information is made available to readers free of charge. There are two options:

Green Open Access – required at TU/e

The green way to Open Access publishing is to publish an article in a traditional subscription journal (not Open Access). After publication a version of the article is also placed in an Open Access institutional repository (open publication database).

This is called ‘self-archiving’ because publications are registered by authors themselves.

Authors from TU/e are requested to register all academic publications and to upload the final authors’ versions. You do not need to prepare your own publication for open access. The IEC will make your publication available through Green Open Access, if allowed by the publisher.

Supplying your publication to the TU/e Repository for open access

Gold Open Access

There are now two ways of gold open access publishing:

(Full) gold open access
In a gold open access journal all publications are freely accessible to readers immediately and without restrictions. In this open access model there are no subscriptions fees and publishers gain their income by charging authors (or their institutions) when articles are accepted. These charges are known as ‘article processing charges’ (APCs). This variant of open access is generally referred to as full gold open access or pure gold open access (to distinguish it from hybrid gold open access).


Hybrid (gold) open access
In this variant of gold open access authors publish in traditional subscription journals, but may offer gold open access to their articles by paying APCs. Open access is then offered to all readers immediately as articles appear on-line. Usually only part of articles in hybrid gold open access journals are actually made available in this way. Articles which are published in such journals but which are not available via gold open access cannot be viewed by readers who do not subscribe to those journals. 
",2018-10-30,2018-10-30,,True
k-FoONvsEeir1EPfmPhhVw,21,michelle_la,I like this!,2018-10-30,2018-10-30,,True
dBmwMtvsEeiq5yt-jSzBcQ,21,michelle_la,"It would be interesting to know where these funds were used instead, was it a better return on investment?",2018-10-30,2018-10-30,,True
UnayLNvsEeihJ_sblw8uaA,21,michelle_la,"From the citation: ""The Open Access-adjusted Cost Per Download (OA-adj CPD) is a proposed metric that subtracts the downloads that could be met by OA copies of articles within subscription journals. In this simple model it discounts it entirely, but that could easily be adjusted for the degree to which each institution felt OA copies could substitute for subscription copies."" ",2018-10-30,2018-10-30,,True
KfY-pNvrEeiBJTMCODHRLg,21,michelle_la,"In my discipline of sociology and anthropology, I have found that texts that are freely available and were published prior to the internet are usually works that are considered seminal or have been highly-cited.",2018-10-30,2018-10-30,,True
w0qv8NvqEeiBbE9NBPm5-Q,21,michelle_la,So much nomenclature... I am finding it confusing.,2018-10-30,2018-10-30,,True
cOcwvNvqEeiQtP_SXZg63g,21,michelle_la,Link to their website: [Unpaywall](https://unpaywall.org/),2018-10-30,2018-10-30,,True
QOGODtvpEeiG9mvFDfhRbQ,21,michelle_la,Recent journal article on this: **[We've failed: Pirate black open access is trumping green and gold and we must change our approach](https://onlinelibrary.wiley.com/doi/full/10.1002/leap.1116)**,2018-10-30,2018-10-30,,True
OqK29NvoEei8xoek8-_Rcw,21,michelle_la,"""[**An article processing charge (APC)**](https://en.wikipedia.org/wiki/Article_processing_charge), also known as a publication fee, is a fee which is sometimes charged to authors to make a work available open access in either an open access journal or hybrid journal.

This fee is usually paid by an author's institution or research funder rather than by the author themselves.

 Some publishers waive the fee in cases of hardship.An article processing charge does not guarantee that the author retains copyright to the work, or that it will be made available under a Creative Commons license.""",2018-10-30,2018-10-30,,True
gaBTmtvoEeipbdMX1_DhXw,21,michelle_la,"""[**Embargo**](https://en.wikipedia.org/wiki/Embargo_(academic_publishing)) is a period during which access to academic journals is not allowed to users who have not paid for access (or have access through their institution). The purpose of this is to ensure publishers have revenue to support their activities""",2018-10-30,2018-10-30,,True
qgE_gNvnEeiqw_NHiWB_6Q,21,michelle_la,"A hybrid open-access journal is a subscription journal in which some of the articles are open access. 

Gold stands for publications available directly from the publisher",2018-10-30,2018-10-30,,True
qOtJIr0mEeiNqI8ZEWBDbA,22,CSG,"I would bet that most scientists feel they have enough on their plates. There are a lot of things to master in order to complete research.
I would also bet that ""policy theory"" rarely makes it to the top of the list of ""things I wish I could do with my time.""",2018-09-20,2018-09-20,['-FdFHrvnEeiWJ88nDB2Zag'],True
EBuBqL0mEeiMXF9IjGFoiQ,22,CSG,"""Rational"" is a misnomer, since the sources of information are selective rather than encompassing.",2018-09-20,2018-09-20,,True
SXjI5r0UEeisWhuv6VFT0Q,22,michelle_la,"I no doubt think story telling is a great way to present knowledge. Absolutely, I am sure its refreshing to see things presented this way. 

This is all anecdotal: I have been to a policy/research conference organized by big funders , and I went to a workshop where us recipients of donor money were encouraged to story tell with our research in order to have more impact. I was sitting there thinking, yes this is great but how do we do it effectively given our limitations?

I think there is an 'art' to good story telling, and with the realties of timing and resource constraints that researchers have -- I am sure its the same with policy makers -- it may not always be feasible, and you need a person/people on your team who can help do this. It's imperative to first have relevant, reliable, valid data. I think storytelling should be used, but for it to be evocative it may take the policy maker/makers some time and iterations of how they want to tell the best story.

*Alas, perhaps I am too pessimistic and not creative enough to be a good story teller.*",2018-09-20,2018-09-20,['l1fJPrvqEeiosyNsFMDbQg'],True
1JEQ5r0AEeiSQwu1TwQ93w,22,linnteetzel,"Cairney says ""a storytelling scientist may be more effective than an ""honest broker"", because without a good story to engage your audience, your evidence will be like a drop in the ocean and your audience (of policymakers) might be checking e-mail or playing Pokeman.  David Suzuki took the story approach in  his series""The Nature of Things"" (1960-2017), 

",2018-09-20,2018-09-20,['l1fJPrvqEeiosyNsFMDbQg'],True
jREUorypEeiKaZc32V_l0Q,22,Bubblbu,"I actually dislike this notion... (1) it reminds me of scientism and (2) I believe that this reliance on images and preaching of objectivity leads to some of the problems around mistrust (climate deniers, anti-vaxxers, and other proactively counter-scientific movements).

Instead of relying on the narrative of the research often it is demanded that the public blindly trusts scientists based on their 'objectivity'.",2018-09-20,2018-09-20,,True
nyYrELyoEeiGvwPpGQvLUw,22,Bubblbu,"I very much like modern approaches in journalism in that regard. Framing & agenda making is always a question that news makers face as soon as the objectivity is questioned. But what if we simply accept that objectivity is a fake ideal and instead try to be openly subjective. Even if the selected text and content is close to ""objective truth"" a news room and editorial team decided about what, when, and how to report.

Like this comment a lot! Fascinating read about objectivity: https://mitpress.mit.edu/books/objectivity",2018-09-20,2018-09-20,"['GzK2lLueEei2mjO-U52Uqw', 'OfzFkLxUEeipg9coeVSpCg']",True
y_7tqLyOEeiMMSOkmnDRMQ,22,KariGustafson,I think this is so important - and so hard - as a researcher. We want the importance of our findings to be self-evident. Relates to his point in the interview above: No one thinks your research project is as interesting as you do.,2018-09-20,2018-09-20,,True
H_vwlrxhEeiLue9EfgMjAQ,22,vreichsh,"But I think I agree with him...Information presented in an entertaining way or a storytelling way that people can relate to will stick more with an audience than something presented in the ""least convincing"" way. I realize I just re-hashed exactly what he wrote, but I agree with it. ",2018-09-19,2018-09-19,['l1fJPrvqEeiosyNsFMDbQg'],True
u1fyNLxgEeigurOyg--sMg,22,vreichsh,"Yes, the word ""good"" seems rather subjective...",2018-09-19,2018-09-19,['OxAS7rvqEeifv4dd3RonHw'],True
ZFtR9rxgEeif_3PGPyLURw,22,vreichsh,"This is an interesting point. I think when it comes to politics/policy, sometimes uncertainty is what politicians are banking on to get them followers/supporters. Yes, they stand on their stages and say they will do everything in their power to make certain things happen, or keep things from happening, but they also have to use uncertainty to manipulate their supporters, ie ""We live in an uncertain and scary world where x, y, and z is happening and this person and that person are threatening our freedoms/healthcare/education/whatever, but if you put your faith in me, I will make the world even more certain!""

...If that makes sense.",2018-09-19,2018-09-19,,True
OfzFkLxUEeipg9coeVSpCg,22,camilleweinsheimer,"I agree - I think it is manipulative, absolutely. Something I was thinking about from the lecture last week: In terms of sharing research, won't there always be a certain ""framing,"" whether that's (for example) the title of an article in a scientific journal, or a conference presentation, or a news story, or a Facebook post? The decision on how to frame something seems to me inherent in *any* way that any information is shared, and can potentially affect how it is interpreted, and how it's used as evidence. Because of that, there is an important decision on *how* to present the information (creeping on the edge of persuasion?). I have no clue what the balance is in trying to be as objective as possible (and if that's even possible/what objectivity would look like in all contexts) and framing it in an interpretable way for the target audience. Ultimately I think that how anything is presented will frame the work in some way, and that framing will have implications for its persuasiveness. I would hope, however, that whatever decision is made is as close to the ""objective truth"" as possible, but I can see that it doesn't always happen that way.  ",2018-09-19,2018-09-19,['GzK2lLueEei2mjO-U52Uqw'],True
7wtW5LxQEeim1u8al2DdGA,22,camilleweinsheimer,"I think it's also easy to fall under the ""naive peddler of evidence-based-policy"" camp. ""Evidence-based policy"" is such a buzzword that I even recognize myself dropping it at times without fully realizing *what* it means in a certain context and *how* it is such. As a buzzword it can sometimes be used to superficially legitimize research (my own included) without putting in the necessary efforts to establish the links among the research, evidence, and policy.",2018-09-19,2018-09-19,['EmPhNruaEei2k1MfoZ38Xg'],True
t-VK-rvqEeiWKRt__kmCHg,22,michelle_la,Yes!,2018-09-19,2018-09-19,,True
l1fJPrvqEeiosyNsFMDbQg,22,michelle_la,"Easier said than done - there is an art to story telling
That's why so company institutions/companies pay marketers to do it for them",2018-09-19,2018-09-19,,True
OxAS7rvqEeifv4dd3RonHw,22,michelle_la,"What does ""good"" mean?",2018-09-19,2018-09-19,,True
OfSSwrvqEeil62e0klYgTA,22,michelle_la,"I think this is the best strategy to think around post-truthers and emotional appeals. This strategy should not just apply for policy makers, but even for people in the university -- like us. ",2018-09-19,2018-09-19,,True
OZKRjLvoEeiBamPuS3-jPw,22,michelle_la, I often feel like this perspective often gets forgotten,2018-09-19,2018-09-19,,True
-FdFHrvnEeiWJ88nDB2Zag,22,michelle_la,I feel that any scientist whose research can inform policies should be familiar with policy theory. I think if there was at least a crash course on policy theory by a non-partisan group it may be helpful. Perhaps some sort of certification of completion could also be useful?,2018-09-19,2018-09-19,,True
pVaCxrvnEeiHXvcrEsBcgA,22,michelle_la,"It's also important to note that the type of frameworks that are used in policy problems are also chosen by what institutions have created them or what certain institutions have deemed as certain frameworks as credible. Obviously, this in itself is also political",2018-09-19,2018-09-19,['GzK2lLueEei2mjO-U52Uqw'],True
zKfQHruhEeiYWDt90topFg,22,mawaters,*most boring,2018-09-19,2018-09-19,,True
rSApsruhEeirsx-osZoFng,22,mawaters,"This is an important point, the majority of people aren't as apt to dive into theory-dense policy readings in their free time",2018-09-19,2018-09-19,,True
SL-cvruhEeidUjuTmFGf_g,22,mawaters,I find this to be very true,2018-09-19,2018-09-19,,True
GzK2lLueEei2mjO-U52Uqw,22,mawaters,This sounds like a manipulative solution,2018-09-18,2018-09-18,,True
EmPhNruaEei2k1MfoZ38Xg,22,mawaters,"I think sometimes it's hard not to be cynical when it comes to change, especially when some of our major issues today originated and were brought to attention 50-60 years ago.",2018-09-18,2018-09-18,,True
JFAHeL3IEeiwDRc1vB0-rg,23,linnteetzel,"There are many arguments for and against.  Here are some against by Lynne Quarmby.  professor and Chair of the Department of Molecular Biology and Biochemistry at Simon Fraser University.
https://www.nationalobserver.com/2018/07/31/opinion/eleven-reasons-oppose-trans-mountain-pipeline-expansion-lynne-quarmby",2018-09-21,2018-09-21,['haJ8Vr0IEeiwJR8VcCzlgg'],True
EZeT2L0qEeiu7BOFHJVtFg,23,CSG,"I understand it more along the lines of ""activity x is killing baby Koalas"" vs ""activity x is killing inchworms.""

One of these will gain political support, the other won't.",2018-09-20,2018-09-20,"['L0zAGrxdEeiTrGMHG2-h_A', 'jpBprr0mEeidCbsV-2u31Q']",True
qhZyTL0pEeip1XeRoo-u5Q,23,CSG,"Is anyone surprised by this?

One can't prevent people from travelling, so the goals have to be reached in a different manner. There seems to be a lack of realpolitik.",2018-09-20,2018-09-20,,True
NeCIpL0pEei2Txfx9lfu4g,23,melissa_roach,"Agreed! OED defines it as: ""The benefit or interests of all.""

But *who* decides what is for the benefit of all?",2018-09-20,2018-09-20,['HHm3VrxgEeifl-cmFl22DA'],True
ASSxbL0pEeiBvDs76GYYsg,23,CSG,"The oil will be used, so it will be shipped to market. It can be shipped via pipeline, or via rail. Rail is more likely to cause spills.

The only thing that will eliminate the need for a pipeline is to eliminate the need for oil. But that is still a ways off.",2018-09-20,2018-09-20,['haJ8Vr0IEeiwJR8VcCzlgg'],True
ROkBzr0oEeiANQMb4tho4Q,23,melissa_roach,I like the idea here of closing the sometimes huge divide between policymakers and the people with lived experiences of how policy plays out on the ground.,2018-09-20,2018-09-20,,True
G_kdDr0nEeiVQhvJ4bKGzA,23,melissa_roach,"This term reads as slightly pejorative of local knowledge to me, contradictory to the statement of its value below.",2018-09-20,2018-09-20,,True
jpBprr0mEeidCbsV-2u31Q,23,melissa_roach,"This is sounding like a bit of a problematic feedback loop — politics influence what research gets supported, which in turn is meant to inform policy without bias...",2018-09-20,2018-09-20,['L0zAGrxdEeiTrGMHG2-h_A'],True
v9Z4xL0lEeiFfBdVfb8ugA,23,melissa_roach,"Then, there is another layer of bias in how that science is communicated to policymakers and the general public. We can't be sure that politicians aren't sitting around reading academic journal articles in full, but I doubt it.

As and aside, I found myself stuck on the point of funding-related bias last week during the panel at Jevin West's talk, when it was suggested that us as consumers of media should be paying for our news.",2018-09-20,2018-09-20,['V_MVeryrEeif7KPfPf5f0A'],True
Do7IMr0gEeiu5k_kpIIvRA,23,melissa_roach,"Good point. This is a much broader phenomenon, I think (and not just in policy-making). If the full results of such evidence were more publicly available, maybe it would be easier to call out policymakers for cherrypicking facts that support their preconceived agendas.",2018-09-20,2018-09-20,['USnGArz3EeiN9yvJhL1y8g'],True
jLFmwr0eEeiBty9ACo2O7w,23,KariGustafson,"an organizing principle that matters ought to be handled by the smallest, lowest or least centralized competent authority. Political decisions should be taken at a local level if possible, rather than by a central authority.",2018-09-20,2018-09-20,,True
